Unnamed: 0,price,title,stars,vote,kategori_penyakit
2536,46507,Clé de Peau Beauté HydroClarifying Lotion,5.0,16,Unknown_Normal
2537,14559,Shiseido Complete Cleansing Microfoam,4.5,27,Unknown_Normal
2538,42463,Shiseido White Lucent Overnight Cream  and  Mask,4.6,65,Unknown_Normal
2539,157720,La Prairie Skin Caviar Luxe Sleep Mask,4.3,6,Unknown_Normal
2540,21029,Paulas Choice Peptide Booster,4.6,5,Unknown_Normal
2541,30331,Clé de Peau Beauté Clarifying Cleansing Foam,4.8,86,Unknown_Normal
2542,119301,La Mer The Moisturizing Soft Lotion,4.3,136,Unknown_Normal
2543,19816,Clarins Jumbo Size Cleansing Milk with Alpine Herbs  and  Moringa USD 64 Value,4.9,71,Unknown_Normal
2544,22243,Clarins MultiActive Day Cream SPF 20,4.3,249,Sun_Sunlight_Damage; Unknown_Normal
2545,161764,"SUBLIMAGE LA CRÈME 
",4.5,23,Unknown_Normal
2546,196139,La Prairie Skin Caviar Crystalline Concentre Facial Serum,4.7,3,Unknown_Normal
2547,10110,Clinique Redness Solutions Soothing Cleanser,4.6,58,Acne; Eczema; Psoriasis; Rosacea; Bullous
2548,36397,dermalogica Overnight Retinol Repair,4.4,48,Actinic_Keratosis
2549,19816,Paulas Choice CBD Skin Transformative Treatment Milk,4.4,8,Acne
2550,12132,MAC Wipes 100 Count,4.4,182,Unknown_Normal
2551,18198,Estée Lauder Perfectionist Pro MultiDefense Aqua UV Gel SPF 50,3.0,1,Acne; Sun_Sunlight_Damage
2552,40441,Shiseido Vital Perfection LiftDefine Radiance Face Mask,5.0,1,Unknown_Normal
2553,151654,Clé de Peau Beauté Volumizing Cream Supreme,4.3,474,Unknown_Normal
2554,44485,Vertly Essential Nutrients CBD Face Serum,5.0,2,Unknown_Normal
2555,64706,Clé de Peau Beauté Protective Fortifying Emulsion SPF 22,4.7,18,Sun_Sunlight_Damage
2556,32353,Shiseido Treatment Softener Enriched Lotion for Normal to Dry Skin,5.0,3,Acne; Eczema; Unknown_Normal
2557,19412,Clinique Turnaround Accelerated Renewal Serum,4.7,107,Unknown_Normal
2558,32353,LANCER Skincare Omega Hydrating Oil,4.6,18,Eczema
2559,111213,Sisley Paris HydraGlobal Serum AntiAging Hydration Booster,4.3,32,Unknown_Normal
2560,20221,PCA SKIN Sheer Tint Broad Spectrum SPF 45 Sunscreen,4.6,23,Sun_Sunlight_Damage; Lupus
2561,13750,Paulas Choice Resist AntiAging Eye Gel,4.4,9,Acne
2562,43272,Shiseido Future Solution LX Concentrated Balancing Softener,4.9,124,Unknown_Normal
2563,20221,Shiseido Perfect Cleansing Oil,4.7,248,Unknown_Normal
2564,15772,Paulas Choice Resist UltraLight Antioxidant Concentrate Serum with Hyaluronic Acid,4.3,9,Unknown_Normal
2565,11728,Paulas Choice Skin Recovery Replenishing Moisturizer,4.6,39,Eczema; Psoriasis; Bullous
2566,404410,Clé de Peau Beauté Synactif Cream,4.7,7,Unknown_Normal
2567,38419,La Mer The Cleansing Lotion,4.4,30,Unknown_Normal
2568,15368,Bobbi Brown Hydrating Face Tonic Toner,4.6,172,Eczema; Vitiligo; Unknown_Normal
2569,30735,Sisley Paris Confort Extreme Nutritive Lip Balm,4.4,52,Unknown_Normal
2570,39228,Sisley Paris Gentle Facial Buffing Cream with Botanical Extracts,4.8,35,Eczema; Unknown_Normal
2571,8084,Silkn Slider Hyaluronic Gel,0.0,0,Acne
2572,26287,Skin Inc My Daily Dose of Glow Serum to Illuminate  and  Brighten,5.0,4,Vitiligo; Unknown_Normal
2573,42059,Estée Lauder Perfectionist CPR Wrinkle LiftingFirming Serum,4.7,874,Unknown_Normal
2574,12537,Origins GinZing OilFree EnergyBoosting Gel Moisturizer,5.0,4,Acne; Eczema; Psoriasis
2575,36397,"LE LIFT LÈVRES ET CONTOURS 
",4.2,22,Unknown_Normal
2576,11728,Shiseido SynchroShield WetForce x HeatForce Clear Sunscreen Stick SPF 50 for Face  and  Body,4.8,282,Sun_Sunlight_Damage; Unknown_Normal
2577,38419,Shiseido Vital Perfection Intensive WrinkleSpot Treatment,0.0,0,Acne
2578,33162,Estée Lauder Advanced Night Repair Intense Reset Concentrate,4.1,9,Unknown_Normal
2579,10919,Origins Travel Size GinZing Refreshing Eye Cream to Brighten  and  Depuff,4.2,514,Vitiligo; Unknown_Normal
2580,60662,Clé de Peau Beauté Vitality Enhancing Eye Mask Supreme,5.0,12,Unknown_Normal
2581,86948,LANCER Skincare Jumbo The Method Nourish for Normal to Combination Skin Moisturizer USD 250 Value,4.7,3,Eczema; Psoriasis; Unknown_Normal
2582,19412,Shiseido Essential Energy Moisturizing Gel Cream,4.7,67,Acne; Unknown_Normal
2583,47316,PCA Skin ExLinea Peptide Smoothing Serum,4.4,22,Unknown_Normal
2584,14963,Paulas Choice Resist Advanced Pore Refining Treatment 4 BHA,2.0,1,Acne
2585,16176,Clarins Self Tanning MilkyLotion for Face  and  Body,3.5,60,Unknown_Normal
2586,161764,"SUBLIMAGE LA CRÈME 
",5.0,5,Unknown_Normal
2587,22243,Bobbi Brown Instant Detox Face Mask,4.8,39,Unknown_Normal
2588,29118,Shiseido BioPerformance Glow Revival Eye Treatment Cream,4.6,24,Acne; Unknown_Normal
2589,11728,Paulas Choice Skin Balancing Invisible Finish Moisture Gel,4.6,23,Acne
2590,50551,Clé de Peau Beauté Concentrated Brightening Eye Serum,4.8,25,Vitiligo; Seborrh_Keratoses; Unknown_Normal
2591,129411,Sisley Paris Supremÿa at Night Supreme AntiAging Eye Serum,3.9,14,Unknown_Normal
2592,80882,"SUBLIMAGE MASQUE 
",4.8,11,Unknown_Normal
2593,15368,Clarins Gentle Peeling Smooth Away Cream,4.7,46,Eczema; Actinic_Keratosis; Unknown_Normal
2594,49742,Sisley Paris Cleansing Milk with White Lily,4.4,34,Unknown_Normal
2595,36397,La Prairie Purifying Cream Cleanser,4.2,9,Acne; Unknown_Normal
2596,29522,Estée Lauder ReNutriv Softening Lotion,4.9,113,Unknown_Normal
2597,11728,Paulas Choice Clear OilFree Moisturizer,5.0,4,Eczema; Psoriasis
2598,10110,Shiseido Cleansing Massage Brush,4.4,57,Unknown_Normal
2599,66728,La Mer The Treatment Lotion Hydrating Mask,4.1,16,Acne; Eczema; Unknown_Normal
2600,20827,Clinique Smart CustomRepair Eye Treatment,4.5,157,Acne
2601,14963,Clinique Moisture Surge Overnight Mask,4.7,428,Unknown_Normal
2602,25882,NARS Luminous Moisture Cream,4.6,95,Unknown_Normal
2603,101103,Sisley Paris Ecological Compound Emulsion,4.3,56,Unknown_Normal
2604,76838,La Prairie Cellular Softening  and  Balancing Lotion,4.3,8,Unknown_Normal
2605,52573,"LE BLANC CRÈME 
",4.8,9,Unknown_Normal
2606,17390,Clarins Eye Contour Gel,4.5,70,Acne
2607,58235,Sisley Paris Botanical Eye  and  Lip Contour Balm,4.2,13,Unknown_Normal
2608,161764,La Prairie Cellular Radiance Eye Cream,4.8,17,Unknown_Normal
2609,303308,La Mer The Regenerating Serum Grande,0.0,0,Unknown_Normal
2610,99889,Clarins Super Restorative Luxury Set USD 327 Value,0.0,0,Unknown_Normal
2611,279043,La Praire Skin Caviar Liquid Lift Serum,4.6,143,Unknown_Normal
2612,222426,La Prairie White Caviar Eye Extraordinaire,4.0,2,Unknown_Normal
2613,58639,Sisley Paris Self Tanning Hydrating Facial Skin Care,4.5,44,Eczema
2614,56617,SUBLIMAGE LES GRAINS DE VANILLE ,4.9,8,Unknown_Normal
2615,14154,Paulas Choice WaterInfusing Electrolyte Moisturizer,5.0,1,Eczema; Psoriasis
2616,34375,Clarins V Shaping Facial Lift Serum,4.6,32,Unknown_Normal
2617,62684,La Prairie Supreme Balm Cleanser,5.0,2,Acne
2618,23456,Estée Lauder Nutritious SuperPomegranate Radiant Energy Lotion Intense Moisture,5.0,1,Unknown_Normal
2619,34375,Estée Lauder Perfectionist Pro Rapid Renewal Retinol Treatment Serum,4.0,7,Acne; Actinic_Keratosis; Unknown_Normal
2620,48529,"LE BLANC HUILE 
",4.7,9,Unknown_Normal
2621,123749,Shiseido Future Solution LX Intensive Firming Contour Serum,4.8,45,Unknown_Normal
2622,78860,"LE BLANC SÉRUM 
",3.8,8,Unknown_Normal
2623,19816,Bobbi Brown Skin Clarifier No 75 Face Oil,4.5,35,Unknown_Normal
2624,19816,Bobbi Brown Skin Reviver No 91 Face Oil,4.0,13,Unknown_Normal
2625,77647,Sisley Paris Double Tenseur Moisturizing Gel,4.3,49,Acne
2626,16176,Clarins Jumbo Size Toning Lotion with Iris USD 50 Value,4.5,73,Unknown_Normal
2627,23456,Clarins MultiActive Night Cream for Normal to Dry Skin Types,4.4,332,Eczema; Unknown_Normal
2628,113235,Estée Lauder ReNutriv Ultimate Diamond Transformative Energy Eye Crème,4.9,16,Unknown_Normal
2629,60662,"SUBLIMAGE LA LOTION SUPRÊME 
",4.9,14,Unknown_Normal
2630,17794,Aveda botanical kinetics Intense Hydrating Soft Crème,4.8,110,Eczema
2631,13346,jane iredale POMMISST Hydration Spray,4.7,328,Unknown_Normal
2632,50551,LANCER Skincare The Method Nourish For NormalCombination Skin Moisturizer,4.2,58,Eczema; Psoriasis; Unknown_Normal
2633,22243,LANCER Skincare The Method Cleanse NormalCombination Skin Cleanser,4.6,61,Acne; Unknown_Normal
2634,30331,LANCER Skincare The Method Polish SensitiveDehydrated Skin Exfoliating Treatment,4.4,14,Acne; Rosacea; Seborrh_Keratoses
2635,46507,"LE WEEKEND DE CHANEL 
",4.6,47,Unknown_Normal
2636,58639,La Prairie Cellular Mineral Face Exfoliator,4.4,15,Unknown_Normal
2637,27095,Clinique Repairwear Uplifting Firming Cream Broad Spectrum SPF 15,4.2,150,Sun_Sunlight_Damage; Lupus; Unknown_Normal
2638,35184,"HYDRA BEAUTY GEL CRÈME 
",4.7,42,Acne
2639,12941,Bobbi Brown Instant LongWear Makeup Remover,4.8,273,Unknown_Normal
2640,76838,Clé de Peau Beauté The Serum Set Nordstrom Exclusive USD 236 Value,0.0,0,Unknown_Normal
2641,17794,Origins GinZing Into the Glow Brightening Serum,0.0,0,Vitiligo; Seborrh_Keratoses; Unknown_Normal
2642,10919,Origins Original Skin Retexturizing Mask with Rose Clay,4.7,29,Unknown_Normal
2643,18805,Clinique Acne Solutions Acne  Line Correcting Serum,4.5,110,Acne; Unknown_Normal
2644,11323,Clinique Sonic System Purifying Cleansing Brush Head,4.8,39,Unknown_Normal
2645,11728,Paulas Choice Defense Essential Glow Moisturizer SPF 30,4.2,12,Eczema; Psoriasis; Sun_Sunlight_Damage
2646,35588,Clarins ExtraFirming Wrinkle Control Firming Day Cream for All Skin Types,4.4,245,Unknown_Normal
2647,44485,Estée Lauder Micro Essence Skin Activating Treatment Lotion,4.8,281,Acne; Unknown_Normal
2648,22647,Clinique Smart Broad Spectrum SPF 15 CustomRepair Moisturizer for Dry to Combination Skin,4.8,19,Eczema; Psoriasis; Sun_Sunlight_Damage; Lupus
2649,9099,Clinique Foaming Sonic Facial Soap,4.5,145,Unknown_Normal
2650,19816,Clarins Beauty Flash Balm,4.8,134,Unknown_Normal
2651,9099,Clinique Pore Refining Solutions Instant Perfector,4.4,346,Unknown_Normal
2652,7279,Clinique Superbalm Lip Treatment,4.6,298,Acne
2653,240624,Sisley Paris Full Size Sisleya LIntégral AntiAging Program for Face  and  Eyes Set USD 745 Value,0.0,0,Unknown_Normal
2654,26691,Clarins Bust Beauty ExtraLift Gel,4.7,55,Acne
2655,66728,Estée Lauder ReNutriv Ultimate Lift Regenerating Youth Eye Crème,0.0,0,Unknown_Normal
2656,32353,Shiseido Vital Perfection Uplifting and Firming Eye Cream,4.2,13,Unknown_Normal
2657,12132,Clarins Velvet Cleansing Milk,4.3,151,Unknown_Normal
2658,70772,Clarins ExtraFirming Luxury Set USD 231 Value,0.0,0,Unknown_Normal
2659,56617,Shiseido Tokyo Big Moment Ultimune Power Infusing Concentrate Serum Limited Edition,4.8,40,Infestations_Bites; Unknown_Normal
2660,218381,Shiseido Future Solution LX Legendary Enmei Ultimate Renewing Cream,5.0,2,Actinic_Keratosis; Unknown_Normal
2661,60662,"SUBLIMAGE LA LOTION LUMIÈRE EXFOLIANTE 
",4.2,5,Unknown_Normal
2662,45294,Clé de Peau Beauté Purify  and  Restore Cleansing Set USD 150 Value,4.3,4,Unknown_Normal
2663,18603,Tom Ford Hyaluronic Energizing Mist,4.0,2,Unknown_Normal
2664,40441,Shiseido Future Solution LX Universal Defense Broad Spectrum SPF 50 Day Cream Sunscreen,5.0,19,Sun_Sunlight_Damage; Lupus; Unknown_Normal
2665,26287,Clarins NutriLumière Renewing Treatment Essence,4.7,26,Acne; Actinic_Keratosis
2666,25882,Sagely Naturals Brightening CBD Night Cream,0.0,0,Acne; Vitiligo; Seborrh_Keratoses; Unknown_Normal
2667,48529,Sisley Paris Radiance Foaming Cream Cleansing Makeup Remover,5.0,3,Unknown_Normal
2668,14154,Paulas Choice Omega Complex Moisturizer,3.8,6,Eczema; Psoriasis
2669,42463,Clé de Peau Beauté Essential Refining Essence,4.6,37,Unknown_Normal
2670,11728,Paulas Choice Defense Nightly Reconditioning Moisturizer,3.7,3,Eczema; Psoriasis
2671,202205,"SUBLIMAGE LESSENCE FONDAMENTALE 
",5.0,2,Unknown_Normal
2672,9706,Shiseido Refreshing Cleansing Water,4.8,21,Unknown_Normal
2673,35588,Clarins ExtraFirming Wrinkle Control Firming Day Cream for Dry Skin,4.6,9,Eczema; Unknown_Normal
2674,13346,PCA Skin Creamy Cleanser,4.3,16,Acne; Unknown_Normal
2675,82904,Clé de Peau Beauté Concentrated Brightening Serum,4.8,79,Vitiligo; Seborrh_Keratoses; Unknown_Normal
2676,22243,Estée Lauder DayWear Matte OilControl AntiOxidant Moisture Gel Crème,4.6,162,Acne
2677,40441,"LE LIFT FIRMING 
",4.6,7,Unknown_Normal
2678,11728,MAC Prep  Prime Fix Scented Mist,4.6,464,Unknown_Normal
2679,36397,LANCER Skincare Advanced C Radiance Cream,4.7,22,Unknown_Normal
2680,36397,"HYDRA BEAUTY ESSENCE MIST 
",4.7,22,Unknown_Normal
2681,72389,Sisley Paris Botanical Moisturizer With Cucumber,4.5,21,Eczema; Psoriasis
2682,78860,Sisley Paris Restorative Facial Cream with Shea Butter,4.3,16,Unknown_Normal
2683,18603,Clarins ExtraFirming Lip  and  Contour Balm,4.5,48,Unknown_Normal
2684,19412,Clarins Delicious SelfTanning Cream,4.5,46,Unknown_Normal
2685,101103,La Prairie Cellular 3Minute Peel,4.6,17,Unknown_Normal
2686,13346,MAC Studio Moisture Cream,4.7,90,Unknown_Normal
2687,13346,MAC Prep  Prime Skin,4.3,317,Unknown_Normal
2688,10919,dermalogica Renewal Lip Complex,4.1,10,Unknown_Normal
2689,6471,MAC Mini MAC Prep  Prime Fix,4.8,158,Unknown_Normal
2690,6875,jane iredale LipDrink Lip Balm Broad Spectrum SPF 15,4.5,331,Sun_Sunlight_Damage; Lupus
2691,86948,Sisley Paris Sisleya Eye  and  Lip Set,3.0,2,Unknown_Normal
2692,222426,Sisley Paris Sisleya LIntégral AntiAge AntiWrinkle Concentrate Serum,4.5,4,Unknown_Normal
2693,277021,SUBLIMAGE LEXTRAIT DE CRÈME ,4.6,11,Unknown_Normal
2694,11323,Shiseido WetForce Clear Stick UV Protector Broad Spectrum SPF 50 Sunscreen,4.8,66,Sun_Sunlight_Damage; Lupus
2695,66728,Estée Lauder ReNutriv Ultimate Lift AgeCorrecting Eye Crème,4.7,92,Unknown_Normal
2696,48529,Sisley Paris Restructuring Nourishing Balm,0.0,0,Unknown_Normal
2697,1546868,La Prairie Platinum Rare Haute Rejuvenation Set,0.0,0,Sun_Sunlight_Damage
2698,70772,Estée Lauder ReNutriv Ultimate Facial Massager,0.0,0,Unknown_Normal
2699,25073,Bobbi Brown Hydrating Water Fresh Cream,4.4,7,Eczema; Unknown_Normal
2700,64706,La Mer The Mini Miracle Broth Set Nordstrom Exclusive USD 208 Value,3.8,22,Unknown_Normal
2701,39632,Beboe Therapies High Potency CBD Face Cream,5.0,3,Unknown_Normal
2702,64706,Clé de Peau Beauté Protective Fortifying Cream SPF 22,5.0,5,Sun_Sunlight_Damage; Unknown_Normal
2703,34375,Estée Lauder Revitalizing Supreme Global AntiAging Power Soft Emulsion,5.0,2,Unknown_Normal
2704,30331,LANCER Skincare Clarifying Detox Mask with Green Tea,4.3,4,Unknown_Normal
2705,19007,LEAU MICELLAIRE ,4.3,6,Unknown_Normal
2706,28309,Shiseido White Lucent Day Emulsion Broad Spectrum SPF 23,4.6,29,Sun_Sunlight_Damage; Lupus
2707,42463,Estée Lauder Revitalizing Supreme Global AntiAging Cell Power Creme SPF 15,0.0,0,Sun_Sunlight_Damage
2708,50551,LANCER Skincare Corrective Lightening Treatment Serum,4.3,35,Acne; Unknown_Normal
2709,19412,Paulas Choice Clinical CeramideEnriched Firming Eye Cream,3.8,24,Bullous; Unknown_Normal
2710,13346,PCA Skin Facial Wash,4.3,13,Unknown_Normal
2711,181985,La Mer Genaissance de la Mer The Eye and Expression Cream,3.7,29,Unknown_Normal
2712,30331,Clé de Peau Beauté Cleansing Cream Oil,4.8,25,Unknown_Normal
2713,52573,"LE BLANC 
",2.3,6,Unknown_Normal
2714,262866,"SUBLIMAGE LEXTRAIT 
",4.8,5,Unknown_Normal
2715,12132,Clinique Pore Refining Solutions Charcoal Mask,4.7,167,Unknown_Normal
2716,16985,LANCER Skincare Volume Enhancing Lip Serum,3.4,16,Unknown_Normal
2717,12132,Clarins Instant Eye MakeUp Remover,4.6,54,Unknown_Normal
2718,145588,Sisley Paris Intensive Night Cream with Botanical Extracts,0.0,0,Unknown_Normal
2719,101103,Sisley Paris Botanical DTox Detoxifying Night Treatment Lotion,4.6,16,Acne; Unknown_Normal
2720,10515,Clarins Gentle Foaming Cleanser with Tamarind for CombinationOily Skin Types,4.7,106,Acne; Eczema; Unknown_Normal
2721,10515,Clinique Redness Solutions Protective Base SPF 15,4.2,220,Rosacea; Sun_Sunlight_Damage
2722,295219,La Prairie Cellular Radiance Cream,5.0,5,Unknown_Normal
2723,27904,Origins Plantscription Nourish Renew  and  Hydrate Set USD 120 Value,0.0,0,Unknown_Normal
2724,68750,LE LIFT CRÈME DE NUIT ,5.0,1,Unknown_Normal
2725,8897,Vertly CBD Infused Mint Lip Butter,4.3,3,Unknown_Normal
2726,38419,Estée Lauder Detox Infuse Glow Set Limited Edition Online Only,0.0,0,Infestations_Bites
2727,4853,Skin Inc SoothenPurify Black Gold Mask,5.0,3,Unknown_Normal
2728,23860,dermalogica Daily Microfoliant,3.0,2,Unknown_Normal
2729,8088,Clinique Naturally Gentle Eye Makeup Remover,4.6,214,Eczema; Unknown_Normal
2730,60662,LANCER Skincare Active Rejuvenation Serum,0.0,0,Sun_Sunlight_Damage; Unknown_Normal
2731,36397,Clarins Extra Firming Neck  and  Décolleté Cream,4.7,26,Unknown_Normal
2732,47316,PCA Skin Vitamin B3 Brightening Serum,5.0,1,Vitiligo; Seborrh_Keratoses; Unknown_Normal
2733,22647,Estée Lauder Perfectionist Pro Instant Wrinkle Filler with TriPolymer Blend Spot Treatment Serum,3.7,35,Acne; Unknown_Normal
2734,13750,Paulas Choice Resist AntiAging Eye Cream,4.2,30,Unknown_Normal
2735,14154,Shiseido Essentials Perfect Cleansing Oil,4.7,26,Unknown_Normal
2736,14154,MAC Complete Comfort Creme,4.8,17,Unknown_Normal
2737,14559,Origins Dr Andrew Weil for Origins MegaMushroom Relief  and  Resilience Soothing Treatment Lotion,4.5,353,Acne; Eczema; Psoriasis; Rosacea; Bullous; Unknown_Normal
2738,48529,"LE LIFT SKINRECOVERY 
",4.7,12,Bullous
2739,48529,Bobbi Brown Skin Nourishing Skin Care Set USD 190 Value,0.0,0,Unknown_Normal
2740,14559,Shiseido Synchro Skin Soft Blurring Primer,4.4,50,Unknown_Normal
2741,274999,SUBLIMAGE LESSENCE  and  LA CRÈME ,5.0,2,Unknown_Normal
2742,849261,La Prairie Full Size White Caviar Luxury Holiday Ritual Collection Limited Edition,0.0,0,Infestations_Bites
2743,24265,PCA Skin Acne Gel,0.0,0,Acne
2744,14154,Clarins Total Cleansing Oil,4.3,135,Unknown_Normal
2745,12132,Clarins Cleansing Micellar Water,4.3,129,Unknown_Normal
2746,38823,Clarins MultiActive Luxury Set USD 136 Value,5.0,2,Unknown_Normal
2747,23051,Clarins MultiActive Skin Care Starter Set USD 87 Value,0.0,0,Unknown_Normal
2748,20221,jane iredale Powder Me SPF 30 Dry Sunscreen,4.4,877,Sun_Sunlight_Damage
2749,38419,LANCER Skincare 3D Hyaluronic Eye Serum,0.0,0,Unknown_Normal
2750,161764,SUBLIMAGE LA CRÈME LUMIÈRE ,4.3,4,Unknown_Normal
2751,29118,Bobbi Brown Deluxe Size Soothing Cleanse Oil USD 96 Value,5.0,2,Eczema; Psoriasis; Rosacea; Bullous
2752,127389,Clé de Peau Beauté Wrinkle Smoothing Serum Supreme,4.7,29,Unknown_Normal
2753,30331,LANCER Skincare The Method Introduction Kit USD 117 Value,5.0,4,Unknown_Normal
2754,27500,"LE BLANC ESSENCE LOTION 
",4.5,6,Unknown_Normal
2755,12941,Estée Lauder Pure Color Envy Lip Repair Potion,4.4,9,Unknown_Normal
2756,48529,PCA Skin C and E Advanced with Hexylresorcinol and Silymarin Treatment Cream,0.0,0,Acne; Unknown_Normal
2757,13346,Paulas Choice Resist AntiAging Clear Skin Hydrator,3.7,3,Unknown_Normal
2758,15368,Clarins HydraEssentiel Moisturizing Reviving Eye Mask,4.6,16,Unknown_Normal
2759,19412,Shiseido Essential Energy Day Cream Broad Spectrum SPF 20,4.6,75,Sun_Sunlight_Damage; Lupus; Unknown_Normal
2760,125367,Estée Lauder ReNutriv Ultimate Lift Regenerating Youth Creme Rich,4.8,34,Unknown_Normal
2761,236580,La Prairie White Caviar Illuminating Pearl Infusion Brightening Serum,3.6,9,Vitiligo; Seborrh_Keratoses; Unknown_Normal
2762,11323,MAC Prep  Prime Grapefruit  and  Chamomile Essential Oils,4.5,33,Unknown_Normal
2763,125367,Estée Lauder ReNutriv Ultimate Lift Regenerating Youth Serum,4.9,8,Unknown_Normal
2764,22243,Clarins MultiActive Day Cream for Dry Skin,4.4,973,Eczema; Unknown_Normal
2765,22243,Clarins MultiActive Day Cream,4.5,37,Unknown_Normal
2766,38419,Clé de Peau Beauté The Lip Serum,4.6,43,Unknown_Normal
2767,11728,Paulas Choice Skin Recovery Daily Moisturizing Lotion SPF 30,4.8,20,Sun_Sunlight_Damage; Bullous; Unknown_Normal
2768,50551,LANCER Skincare The Method Nourish For Sensitive Skin Moisturizer,4.2,14,Eczema; Psoriasis; Rosacea; Vasculitis
2769,29522,Sisley Paris Instant Perfect Perfecting Skin Corrector,4.7,3,Unknown_Normal
2770,228492,La Prairie Cellular Power Infusion Treatment System,4.9,8,Acne
2771,28309,Estée Lauder ReNutriv Hydrating Creme Cleanser,4.4,53,Acne; Eczema
2772,24265,Estée Lauder Swiss Performing Extract,4.8,172,Unknown_Normal
2773,52169,Clarins Rose Radiance Cream,4.3,78,Unknown_Normal
2774,80073,Sisley Paris SisleYouth AntiPollution Energizing Super Hydrating Youth Protector,4.6,5,Eczema
2775,93014,La Prairie White Caviar Illuminating Clarifying Lotion,4.0,5,Unknown_Normal
2776,18198,Clé de Peau Beauté Eye  and  Lip Makeup Remover Sheets,4.7,22,Unknown_Normal
2777,45294,Clarins Super Restorative Décolleté and Neck Concentrate,4.6,42,Unknown_Normal
2778,12132,Shiseido Essentials Instant Eye  and  Lip Makeup Remover,4.8,57,Unknown_Normal
2779,105147,La Mer The Hydrating Facial Mask Set of 6,4.8,37,Eczema
2780,56213,Sisley Paris Day  and  Night Ecological Compound,5.0,1,Unknown_Normal
2781,26691,Clarins Bust Beauty Firming Lotion,4.2,23,Unknown_Normal
2782,13346,MAC Fast Response Eye Cream,4.3,117,Unknown_Normal
2783,12132,MAC Wipes 100 Count,4.4,182,Unknown_Normal
2784,8290,Clinique PepStart 2in1 Exfoliating Cleanser,4.7,196,Acne; Seborrh_Keratoses
2785,10919,Clarins Soothing Toning Lotion,0.0,0,Eczema; Psoriasis; Rosacea; Bullous; Unknown_Normal
2786,11323,Clarins Cleansing Sensations Duo for DrySensitive Skin USD 39 Value,0.0,0,Rosacea; Vasculitis
2787,20221,Clarins Hydration Essentials Set USD 63 Value,0.0,0,Unknown_Normal
2788,531799,La Prairie Platinum Rare HauteRejuvenation Elixir,0.0,0,Sun_Sunlight_Damage
2789,398344,La Prairie Platinum Rare HauteRejuvenation Eye Elixir,0.0,0,Sun_Sunlight_Damage
2790,303308,Sisley Paris Sisleya Prestige Vanity Set,0.0,0,Unknown_Normal
2791,171874,Shiseido Future Solution LX Legendary Enmei Ultimate Luminance Serum,4.7,22,Unknown_Normal
2792,68750,Estée Lauder The Secret of Infinite Beauty Ultimate Lift Regenerating Youth Set for Eyes USD 255 Value,0.0,0,Unknown_Normal
2793,10919,Clarins Comfort Scrub Exfoliator,4.8,16,Unknown_Normal
2794,26283,Mowellens Earth Mud MineralRich CBD Hemp Mask,0.0,0,Unknown_Normal
2795,48529,Estée Lauder ReNutriv Ultimate Lift Renegerating Youth Treatment Lotion,5.0,5,Acne; Unknown_Normal
2796,27904,Clinique Smart Clinical MD MultiDimensional Age Transformer Resculpt Moisturizer,4.0,2,Eczema; Psoriasis
2797,169852,Sisley Paris All Day All Year Essential Program USD 529 Value,5.0,2,Unknown_Normal
2798,270955,La Prairie Platinum Rare Cellular LifeLotion,5.0,2,Unknown_Normal
2799,42059,Clarins ExtraFirming PhytoSerum,4.0,509,Unknown_Normal
2800,15974,Clinique Clinique iD Moisturizer  Active Cartridge Concentrate for Uneven Skin Tone,5.0,1,Eczema; Psoriasis; Vitiligo
2801,127389,Clé de Peau Beauté Firming Serum,4.8,59,Unknown_Normal
2802,44897,PCA Skin Intensive Age Refining Treatment,4.7,11,Acne
2803,20224,PCA Skin ReBalance Face Cream,4.0,17,Unknown_Normal
2804,14561,PCA Skin Acne Cream Spot Treatment,4.3,10,Acne; Unknown_Normal
2805,25886,PCA Skin Pigment Gel HQ Free,4.6,9,Acne
2806,163812,Estée Lauder ReNutriv Ultimate Diamond Transformative Thermal Ritual,5.0,1,Unknown_Normal
2807,107186,Shiseido Future Solution LX Total Protective Cream Broad Spectrum SPF 20 Sunscreen,4.8,28,Sun_Sunlight_Damage; Lupus; Unknown_Normal
2808,80895,"SUBLIMAGE LA BRUME 
",5.0,4,Unknown_Normal
2809,19819,Bobbi Brown Remedies Skin Moisture Solution Intense Rehydration Compound Serum,4.0,12,Unknown_Normal
2810,73614,Sisley Paris Intensive Serum with Tropical Resins,5.0,10,Unknown_Normal
2811,63502,Estée Lauder Idealist Pore Minimizing Skin Refinisher Duo Limited Edition USD 164 Value,4.8,31,Infestations_Bites
2812,23459,Clarins MultiActive Night Cream for Normal to Combination Skin Types,4.7,92,Unknown_Normal
2813,23459,NARS Total Replenishing Eye Cream,4.5,25,Unknown_Normal
2814,38425,LANCER Skincare Dani Glowing Skin Perfector,4.6,17,Unknown_Normal
2815,13348,MAC Mineralize Volcanic Ash Exfoliator,4.6,125,Unknown_Normal
2816,10516,Clarins Gentle Foaming Cleanser with Shea Butter for DrySensitive Skin Types,4.6,98,Acne; Eczema; Rosacea; Vasculitis; Unknown_Normal
2817,54604,Sisley Paris PhytoBlanc Lightening Toning Lotion,4.0,2,Unknown_Normal
2818,27100,Clarins Skin Beauty Repair Concentrate Serum SOS Treatment for Sensitive Skin,4.8,55,Acne; Rosacea; Vasculitis; Unknown_Normal
2819,186058,La Mer The Glowing Hydration Duet Set USD 580 Value,0.0,0,Unknown_Normal
